R,0.001,,D,0.0003,,R,0.001,,I,0.0013,,,,
R,0.0018,,D,0.0004,,R,0.0018,,I,0.2391,,,,
R,0.0006,,D,0.0005,,R,0.0006,,,,,,,
R,0.0025,,D,0.0007,,R,0.0025,,,,,,,
R,0.0008,,D,0.0002,,R,0.0008,,,,,only R vs. D,,
R,0.0012,,D,0.0024,,R,0.0012,,,,,p-value,0.114119987,"(two-tail, assumed different standard deviations)"
R,0.0004,,D,0.0004,,R,0.0004,,,,,,,
D,0.0003,,D,0.0002,,R,0.0039,,,,,,,
D,0.0004,,D,0.0001,,R,0.0405,,,,,,,
D,0.0005,,D,0.0005,,R,0.0003,,,,,,,
R,0.0039,,D,0.0048,,R,0.0019,,,,,,,
R,0.0405,,D,0.0148,,R,0.0043,,,,,,,
D,0.0007,,D,0.002,,R,0.0013,,,,,,,
R,0.0003,,D,0.0004,,R,0.0008,,,,,,,
D,0.0002,,D,0.0025,,R,0.0004,,,,,,,
D,0.0024,,D,0.0004,,R,0.0002,,,,,,,
R,0.0019,,D,0.0002,,R,0.0005,,,,,,,
D,0.0004,,D,0.0001,,R,0.0327,,,,,,,
R,0.0043,,D,0,,R,0.0004,,,,,,,
D,0.0002,,D,0.0007,,R,0.0007,,,,,,,
R,0.0013,,D,0.0025,,R,0.014,,,,,,,
R,0.0008,,D,0.0069,,R,0.001,,,,,,,
R,0.0004,,D,0.0035,,R,0.0003,,,,,,,
R,0.0002,,D,0.0007,,R,0.0008,,,,,,,
D,0.0001,,D,0.0006,,R,0.0009,,,,,,,
D,0.0005,,D,0.0001,,R,0.001,,,,,,,
R,0.0005,,D,0.0002,,R,0.0006,,,,,,,
R,0.0327,,D,0,,R,0.0001,,,,,,,
R,0.0004,,D,0.0011,,R,0.0002,,,,,,,
D,0.0048,,D,0.0002,,R,0.0004,,,,,,,
R,0.0007,,D,0.0002,,R,0.0001,,,,,,,
R,0.014,,D,0.001,,R,0.0001,,,,,,,
R,0.001,,D,0.0016,,R,0.0012,,,,,,,
D,0.0148,,D,0.0008,,R,0.0003,,,,,,,
D,0.002,,D,0.0009,,R,0.0005,,,,,,,
R,0.0003,,D,0.0005,,R,0.0013,,,,,,,
D,0.0004,,D,0.0001,,R,0.0002,,,,,,,
R,0.0008,,D,0.0044,,R,0.0164,,,,,,,
R,0.0009,,D,0.0003,,R,0.0011,,,,,,,
R,0.001,,D,0.0016,,R,0.0018,,,,,,,
R,0.0006,,D,0.0001,,R,0.0168,,,,,,,
D,0.0025,,D,0.0003,,R,0.0003,,,,,,,
D,0.0004,,D,0.0012,,R,0.0174,,,,,,,
D,0.0002,,D,0.0014,,R,0.003,,,,,,,
R,0.0001,,D,0.0021,,R,0.0002,,,,,,,
R,0.0002,,D,0.0007,,R,0.0003,,,,,,,
R,0.0004,,D,0.0002,,R,0.0009,,,,,,,
R,0.0001,,D,0.0004,,R,0.0015,,,,,,,
D,0.0001,,D,0.002,,R,0.0001,,,,,,,
D,0,,D,0.0009,,R,0.0001,,,,,,,
R,0.0001,,D,0.0003,,R,0.0023,,,,,,,
R,0.0012,,D,0.0001,,R,0.0128,,,,,,,
D,0.0007,,D,0.0001,,R,0.0018,,,,,,,
D,0.0025,,D,0.0001,,R,0.0013,,,,,,,
D,0.0069,,D,0.0001,,R,0,,,,,,,
R,0.0003,,D,0.0001,,R,0,,,,,,,
R,0.0005,,D,0.0077,,R,0,,,,,,,
D,0.0035,,D,0.0017,,R,0.0003,,,,,,,
R,0.0013,,D,0,,R,0.0009,,,,,,,
R,0.0002,,D,0.0003,,R,0.0016,,,,,,,
R,0.0164,,D,0.0001,,R,0.0002,,,,,,,
R,0.0011,,D,0.0005,,R,0.0001,,,,,,,
D,0.0007,,D,0.0004,,R,0.0013,,,,,,,
D,0.0006,,D,0,,R,0.0013,,,,,,,
R,0.0018,,D,0.0006,,R,0.0005,,,,,,,
R,0.0168,,D,0,,R,0.0008,,,,,,,
D,0.0001,,D,0.0001,,R,0.0001,,,,,,,
D,0.0002,,D,0.0017,,R,0.0001,,,,,,,
R,0.0003,,D,0.0013,,R,0.0034,,,,,,,
R,0.0174,,D,0.0001,,R,0.0008,,,,,,,
R,0.003,,D,0.0002,,R,0.0026,,,,,,,
R,0.0002,,D,0.0005,,R,0.0012,,,,,,,
R,0.0003,,D,0,,R,0.0014,,,,,,,
R,0.0009,,D,0.0035,,R,0.0039,,,,,,,
R,0.0015,,D,0.0001,,R,0.001,,,,,,,
D,0,,D,0.005,,R,0.0003,,,,,,,
D,0.0011,,D,0.0003,,R,0.0014,,,,,,,
R,0.0001,,D,0.0004,,R,0.0005,,,,,,,
D,0.0002,,D,0.0049,,R,0.0005,,,,,,,
R,0.0001,,D,0.0004,,R,0.0002,,,,,,,
D,0.0002,,D,0.0025,,R,0.0002,,,,,,,
D,0.001,,D,0.0014,,R,0.001,,,,,,,
D,0.0016,,D,0.0023,,R,0.0009,,,,,,,
D,0.0008,,D,0.0001,,R,0.0077,,,,,,,
R,0.0023,,D,0.0001,,R,0.0002,,,,,,,
D,0.0009,,D,0.0005,,R,0.0218,,,,,,,
R,0.0128,,D,0,,R,0.0001,,,,,,,
R,0.0018,,D,0.002,,R,0.0004,,,,,,,
D,0.0005,,D,0.0005,,R,0.0011,,,,,,,
D,0.0001,,D,0.0003,,R,0.0003,,,,,,,
D,0.0044,,D,0.0002,,R,0.0006,,,,,,,
D,0.0003,,D,0.0069,,R,0.0005,,,,,,,
R,0.0013,,D,0.0007,,R,0.0004,,,,,,,
D,0.0016,,D,0.0001,,R,0.0001,,,,,,,
D,0.0001,,D,0.0007,,R,0.001,,,,,,,
D,0.0003,,D,0.0001,,R,0.0024,,,,,,,
R,0,,D,0.0004,,R,0.0024,,,,,,,
R,0,,D,0.0005,,R,0.0005,,,,,,,
R,0,,D,0.0002,,R,0.0002,,,,,,,
R,0.0003,,D,0.0001,,R,0.0003,,,,,,,
R,0.0009,,D,0.0008,,R,0.0018,,,,,,,
R,0.0016,,D,0.0012,,R,0.0003,,,,,,,
D,0.0012,,D,0.0177,,R,0.002,,,,,,,
D,0.0014,,D,0.001,,R,0.0029,,,,,,,
D,0.0021,,D,0.0007,,R,0.0002,,,,,,,
D,0.0007,,D,0.0021,,R,0.0002,,,,,,,
D,0.0002,,D,0.0001,,R,0.0007,,,,,,,
D,0.0004,,D,0.0002,,R,0.0015,,,,,,,
D,0.002,,D,0.0016,,R,0.0005,,,,,,,
R,0.0002,,D,0.0002,,R,0.0019,,,,,,,
D,0.0009,,D,0.0016,,R,0.0005,,,,,,,
D,0.0003,,D,0.0058,,R,0.0003,,,,,,,
R,0.0001,,D,0.0003,,R,0.0005,,,,,,,
R,0.0013,,D,0.0003,,R,0.0031,,,,,,,
R,0.0013,,D,0.0002,,R,0.0001,,,,,,,
R,0.0005,,D,0.0026,,R,0.0001,,,,,,,
D,0.0001,,D,0,,R,0.0019,,,,,,,
R,0.0008,,D,0.0003,,R,0.0021,,,,,,,
R,0.0001,,D,0.0002,,R,0.0001,,,,,,,
D,0.0001,,D,0.0021,,R,0.0008,,,,,,,
R,0.0001,,D,0.0002,,R,0.0011,,,,,,,
D,0.0001,,D,0.0011,,R,0.0033,,,,,,,
D,0.0001,,D,0.001,,R,0.0031,,,,,,,
D,0.0001,,D,0.0003,,R,0.0003,,,,,,,
R,0.0034,,D,0.0028,,R,0.0024,,,,,,,
D,0.0077,,D,0.003,,R,0.0001,,,,,,,
D,0.0017,,D,0.0002,,R,0.0006,,,,,,,
R,0.0008,,D,0.001,,R,0.0008,,,,,,,
D,0,,D,0.0018,,R,0.0013,,,,,,,
D,0.0003,,D,0.0003,,R,0.0047,,,,,,,
D,0.0001,,D,0.0023,,R,0.0009,,,,,,,
D,0.0005,,D,0.0005,,R,0.0001,,,,,,,
D,0.0004,,D,0.0046,,R,0.0005,,,,,,,
R,0.0026,,D,0.0014,,R,0.0027,,,,,,,
R,0.0012,,D,0.0001,,R,0.0004,,,,,,,
R,0.0014,,D,0,,R,0.0002,,,,,,,
R,0.0039,,D,0.0007,,R,0.001,,,,,,,
R,0.001,,D,0,,R,0.0122,,,,,,,
R,0.0003,,D,0.0047,,R,0.0031,,,,,,,
D,0,,D,0.0059,,R,0.0018,,,,,,,
D,0.0006,,D,0,,R,0.0088,,,,,,,
R,0.0014,,D,0.0001,,R,0,,,,,,,
R,0.0005,,D,0,,R,0.2744,,,,,,,
R,0.0005,,D,0.0002,,R,0.0032,,,,,,,
R,0.0002,,D,0.0002,,R,0.0003,,,,,,,
R,0.0002,,D,0.0015,,R,0.0034,,,,,,,
D,0,,D,0.0001,,R,0.0001,,,,,,,
R,0.001,,D,0.0143,,R,0.0007,,,,,,,
R,0.0009,,D,0.0001,,R,0.0003,,,,,,,
R,0.0077,,D,0,,R,0.0218,,,,,,,
R,0.0002,,D,0.0001,,R,0.0011,,,,,,,
R,0.0218,,D,0.001,,R,0.0002,,,,,,,
D,0.0001,,D,0.0003,,R,0.0003,,,,,,,
D,0.0017,,D,0.0084,,R,0.0021,,,,,,,
R,0.0001,,D,0.0004,,R,0.0009,,,,,,,
R,0.0004,,D,0.0016,,R,0.0002,,,,,,,
R,0.0011,,D,0.0013,,R,0.0003,,,,,,,
D,0.0013,,D,0.0003,,R,0.0018,,,,,,,
R,0.0003,,D,0.0062,,R,0.0003,,,,,,,
D,0.0001,,D,0.0001,,R,0.001,,,,,,,
D,0.0002,,D,0,,R,0.0001,,,,,,,
R,0.0006,,D,0,,R,0.0001,,,,,,,
R,0.0005,,D,0.0006,,R,0.0003,,,,,,,
R,0.0004,,D,0.0007,,R,0,,,,,,,
R,0.0001,,D,0.0041,,R,0.0003,,,,,,,
R,0.001,,D,0.0358,,R,0.0124,,,,,,,
R,0.0024,,D,0.0048,,R,0.0001,,,,,,,
R,0.0024,,D,0,,R,0.0013,,,,,,,
R,0.0005,,D,0.0002,,R,0.0001,,,,,,,
R,0.0002,,D,0.0004,,R,0.0002,,,,,,,
D,0.0005,,D,0.0012,,R,0.0024,,,,,,,
D,0,,D,0.0009,,R,0.0017,,,,,,,
D,0.0035,,D,0,,R,0.0019,,,,,,,
R,0.0003,,D,0.0003,,R,0.0003,,,,,,,
R,0.0018,,D,0.0027,,R,0.0017,,,,,,,
D,0.0001,,D,0.0005,,R,0.0003,,,,,,,
D,0.005,,D,0.0004,,R,0.0011,,,,,,,
D,0.0003,,D,0.0001,,R,0.0012,,,,,,,
R,0.0003,,D,0.0003,,R,0.0405,,,,,,,
D,0.0004,,D,0.0008,,R,0.0001,,,,,,,
R,0.002,,D,0.0011,,R,0.0001,,,,,,,
D,0.0049,,D,0.0008,,R,0.0023,,,,,,,
R,0.0029,,D,0.0001,,R,0.0003,,,,,,,
D,0.0004,,D,0.0001,,R,0.0008,,,,,,,
D,0.0025,,D,0.0003,,R,0.0001,,,,,,,
D,0.0014,,D,0.0006,,R,0.0599,,,,,,,
D,0.0023,,D,0.0005,,R,0.0004,,,,,,,
R,0.0002,,D,0.0002,,R,0.0015,,,,,,,
R,0.0002,,D,0.0015,,R,0.0011,,,,,,,
R,0.0007,,D,0.0075,,R,0.0008,,,,,,,
R,0.0015,,D,0.0007,,R,0.0009,,,,,,,
R,0.0005,,D,0,,R,0.0005,,,,,,,
R,0.0019,,D,0.0003,,R,0.0001,,,,,,,
R,0.0005,,D,0,,R,0.0004,,,,,,,
R,0.0003,,D,0.0007,,R,0.0007,,,,,,,
R,0.0005,,D,0.0004,,R,0.0006,,,,,,,
R,0.0031,,D,0.0006,,R,0.0013,,,,,,,
D,0.0001,,D,0.0009,,R,0.001,,,,,,,
D,0.0001,,D,0.0003,,R,0.0003,,,,,,,
R,0.0001,,D,0,,R,0.0003,,,,,,,
D,0.0005,,D,0.0039,,R,0.0006,,,,,,,
R,0.0001,,D,0.0043,,R,0.0002,,,,,,,
D,0,,D,0.0001,,R,0,,,,,,,
D,0.002,,D,0.0004,,R,0.0001,,,,,,,
R,0.0019,,D,0.002,,R,0.0001,,,,,,,
R,0.0021,,D,0,,R,0.0004,,,,,,,
D,0.0005,,D,0,,R,0.0018,,,,,,,
D,0.0003,,D,0.0004,,R,0.0007,,,,,,,
D,0.0002,,D,0.0002,,R,0.0004,,,,,,,
R,0.0001,,D,0,,R,0.0036,,,,,,,
D,0.0069,,D,0.0039,,R,0.0011,,,,,,,
R,0.0008,,D,0.0091,,R,0.0006,,,,,,,
D,0.0007,,D,0.0047,,R,0.0008,,,,,,,
R,0.0011,,D,0.0002,,R,0.0012,,,,,,,
R,0.0033,,D,0.0024,,R,0.0011,,,,,,,
R,0.0031,,D,0.001,,R,0.005,,,,,,,
R,0.0003,,,,,R,0.0002,,,,,,,
R,0.0024,,,,,R,0.0004,,,,,,,
R,0.0001,,,,,R,0.0004,,,,,,,
D,0.0001,,,,,R,0.0004,,,,,,,
D,0.0007,,,,,R,0.0002,,,,,,,
R,0.0006,,,,,R,0,,,,,,,
R,0.0008,,,,,R,0.0169,,,,,,,
R,0.0013,,,,,R,0.0031,,,,,,,
R,0.0047,,,,,R,0.0016,,,,,,,
R,0.0009,,,,,R,0,,,,,,,
D,0.0001,,,,,R,0.0003,,,,,,,
D,0.0004,,,,,R,0.0005,,,,,,,
R,0.0001,,,,,R,0.0007,,,,,,,
R,0.0005,,,,,R,0.0007,,,,,,,
D,0.0005,,,,,R,0,,,,,,,
D,0.0002,,,,,R,0.0004,,,,,,,
D,0.0001,,,,,R,0.0019,,,,,,,
D,0.0008,,,,,R,0.0004,,,,,,,
I,0.0013,,,,,R,0.0019,,,,,,,
R,0.0027,,,,,R,0.0004,,,,,,,
D,0.0012,,,,,R,0.0004,,,,,,,
D,0.0177,,,,,R,0.0005,,,,,,,
D,0.001,,,,,R,0.0013,,,,,,,
D,0.0007,,,,,R,0.0001,,,,,,,
D,0.0021,,,,,R,0.0016,,,,,,,
D,0.0001,,,,,R,0.0002,,,,,,,
D,0.0002,,,,,R,0.0001,,,,,,,
D,0.0016,,,,,R,0,,,,,,,
D,0.0002,,,,,R,0,,,,,,,
R,0.0004,,,,,R,0,,,,,,,
D,0.0016,,,,,R,0.0075,,,,,,,
D,0.0058,,,,,R,0.0015,,,,,,,
D,0.0003,,,,,R,0.0006,,,,,,,
D,0.0003,,,,,R,0,,,,,,,
R,0.0002,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
R,0.001,,,,,,,,,,,,,
D,0.0026,,,,,,,,,,,,,
R,0.0122,,,,,,,,,,,,,
R,0.0031,,,,,,,,,,,,,
R,0.0018,,,,,,,,,,,,,
R,0.0088,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
D,0.0021,,,,,,,,,,,,,
R,0.2744,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
D,0.0011,,,,,,,,,,,,,
R,0.0032,,,,,,,,,,,,,
D,0.001,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
D,0.0028,,,,,,,,,,,,,
D,0.003,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
D,0.001,,,,,,,,,,,,,
R,0.0034,,,,,,,,,,,,,
D,0.0018,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
D,0.0023,,,,,,,,,,,,,
D,0.0005,,,,,,,,,,,,,
D,0.0046,,,,,,,,,,,,,
R,0.0007,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
R,0.0218,,,,,,,,,,,,,
R,0.0011,,,,,,,,,,,,,
R,0.0002,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
R,0.0021,,,,,,,,,,,,,
D,0.0014,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
R,0.0009,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
D,0.0007,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
D,0.0047,,,,,,,,,,,,,
R,0.0002,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
R,0.0018,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
R,0.001,,,,,,,,,,,,,
D,0.0059,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
D,0.0015,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
D,0.0143,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
R,0.0124,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
R,0.0013,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
D,0.001,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
D,0.0084,,,,,,,,,,,,,
R,0.0002,,,,,,,,,,,,,
R,0.0024,,,,,,,,,,,,,
D,0.0004,,,,,,,,,,,,,
R,0.0017,,,,,,,,,,,,,
D,0.0016,,,,,,,,,,,,,
R,0.0019,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
D,0.0013,,,,,,,,,,,,,
R,0.0017,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
D,0.0062,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
R,0.0011,,,,,,,,,,,,,
R,0.0012,,,,,,,,,,,,,
R,0.0405,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
D,0.0006,,,,,,,,,,,,,
D,0.0007,,,,,,,,,,,,,
D,0.0041,,,,,,,,,,,,,
D,0.0358,,,,,,,,,,,,,
R,0.0023,,,,,,,,,,,,,
D,0.0048,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
R,0.0008,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
R,0.0599,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
R,0.0015,,,,,,,,,,,,,
D,0.0004,,,,,,,,,,,,,
D,0.0012,,,,,,,,,,,,,
R,0.0011,,,,,,,,,,,,,
R,0.0008,,,,,,,,,,,,,
R,0.0009,,,,,,,,,,,,,
R,0.0005,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
R,0.0007,,,,,,,,,,,,,
D,0.0009,,,,,,,,,,,,,
R,0.0006,,,,,,,,,,,,,
R,0.0013,,,,,,,,,,,,,
R,0.001,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
R,0.0006,,,,,,,,,,,,,
R,0.0002,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
I,0.2391,,,,,,,,,,,,,
D,0.0027,,,,,,,,,,,,,
D,0.0005,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
D,0.0004,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
R,0.0018,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
R,0.0007,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
D,0.0008,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
D,0.0011,,,,,,,,,,,,,
R,0.0036,,,,,,,,,,,,,
D,0.0008,,,,,,,,,,,,,
R,0.0011,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
R,0.0006,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
D,0.0006,,,,,,,,,,,,,
D,0.0005,,,,,,,,,,,,,
R,0.0008,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
R,0.0012,,,,,,,,,,,,,
D,0.0015,,,,,,,,,,,,,
D,0.0075,,,,,,,,,,,,,
R,0.0011,,,,,,,,,,,,,
R,0.005,,,,,,,,,,,,,
D,0.0007,,,,,,,,,,,,,
R,0.0002,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
R,0.0002,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
D,0.0007,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
R,0.0169,,,,,,,,,,,,,
D,0.0004,,,,,,,,,,,,,
R,0.0031,,,,,,,,,,,,,
R,0.0016,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
R,0.0003,,,,,,,,,,,,,
D,0.0006,,,,,,,,,,,,,
R,0.0005,,,,,,,,,,,,,
D,0.0009,,,,,,,,,,,,,
D,0.0003,,,,,,,,,,,,,
R,0.0007,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
R,0.0007,,,,,,,,,,,,,
D,0.0039,,,,,,,,,,,,,
D,0.0043,,,,,,,,,,,,,
D,0.0001,,,,,,,,,,,,,
D,0.0004,,,,,,,,,,,,,
D,0.002,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
D,0.0004,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
D,0,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
R,0.0019,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
D,0.0039,,,,,,,,,,,,,
R,0.0019,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
R,0.0004,,,,,,,,,,,,,
R,0.0005,,,,,,,,,,,,,
D,0.0091,,,,,,,,,,,,,
R,0.0013,,,,,,,,,,,,,
D,0.0047,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
D,0.0002,,,,,,,,,,,,,
R,0.0016,,,,,,,,,,,,,
R,0.0002,,,,,,,,,,,,,
R,0.0001,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
D,0.0024,,,,,,,,,,,,,
R,0.0075,,,,,,,,,,,,,
D,0.001,,,,,,,,,,,,,
R,0.0015,,,,,,,,,,,,,
R,0.0006,,,,,,,,,,,,,
R,0,,,,,,,,,,,,,
