47,R,M,Rep,4947
72,R,M,Sen,11565
66,R,M,Rep,2649
32,R,M,Rep,24929
54,R,M,Rep,2143
65,R,M,Rep,5786
63,R,M,Rep,10844
55,D,M,Rep,10357
66,D,M,Rep,3684
64,D,M,Rep,2130
63,R,M,Sen,23410
63,R,M,Rep,468004
72,D,F,Sen,25174
57,R,M,Rep,7951
66,D,F,Rep,2918
60,D,M,Sen,27829
57,R,M,Sen,18185
68,D,M,Rep,4501
62,R,M,Sen,12721
62,D,M,Rep,3583
60,R,F,Rep,8275
53,R,M,Rep,3789
79,D,F,Rep,6641
62,R,M,Rep,10778
61,R,M,Rep,582
65,D,M,Rep,1104
57,D,M,Rep,4953
57,R,M,Rep,2378
57,R,F,Rep,175742
50,R,M,Rep,7788
55,D,M,Rep,14784
61,R,M,Rep,12600
60,R,M,Sen,8079
66,R,M,Rep,9965
51,D,M,Sen,10862
48,D,M,Sen,10313
57,R,M,Rep,4055
59,D,F,Rep,16430
60,R,M,Rep,7990
62,R,F,Rep,5651
58,R,M,Rep,4611
50,R,M,Rep,3757
67,D,M,Sen,8972
58,D,F,Rep,1540
67,D,M,Rep,993
61,R,M,Rep,778
39,R,M,Rep,902
37,R,M,Rep,1437
52,R,F,Rep,706
51,D,F,Rep,1471
48,D,M,Rep,880
59,R,M,Rep,2575
59,R,M,Rep,12167
54,D,F,Sen,4922
69,D,M,Sen,14860
66,D,M,Sen,6337
60,R,M,Rep,3170
69,R,M,Sen,5096
67,D,F,Rep,2795
72,D,M,Rep,16736
69,R,M,Sen,8809
82,R,M,Rep,2177
65,R,M,Sen,62467
75,R,M,Sen,3352
83,D,M,Rep,7127
58,D,M,Rep,3882
61,R,M,Sen,2904
60,R,F,Sen,22362
75,D,F,Rep,3808
51,D,M,Rep,3694
68,R,M,Rep,5517
49,R,M,Rep,142391
59,R,F,Rep,5530
56,R,M,Rep,4469
71,R,M,Rep,8317
63,R,M,Rep,3362
61,R,M,Sen,40188
60,D,M,Rep,740
68,D,M,Rep,6667
64,R,M,Rep,2252
57,D,M,Rep,4210
57,R,M,Rep,3300
48,D,F,Rep,4482
63,D,M,Rep,6615
60,D,M,Rep,5794
52,D,M,Sen,10227
60,R,M,Sen,15006
38,D,M,Rep,5571
46,R,M,Rep,36428
58,R,M,Rep,9456
63,D,M,Rep,4266
59,D,F,Rep,5157
56,D,M,Rep,4075
51,D,M,Rep,313
47,R,M,Rep,3897
49,D,M,Sen,1437
51,D,M,Rep,643
38,D,M,Rep,7211
62,R,M,Rep,519
46,R,M,Rep,449
70,R,M,Rep,244
35,R,M,Rep,940
52,R,M,Rep,623
42,R,M,Sen,42669
65,D,M,Rep,4788
55,D,F,Rep,7224
70,D,F,Rep,7653
86,D,M,Rep,6471
66,D,M,Rep,6174
59,D,M,Rep,5159
68,D,M,Sen,25276
51,R,M,Rep,4373
57,D,M,Sen,5864
46,D,M,Rep,5252
45,R,M,Rep,3525
41,R,M,Rep,7519
47,R,M,Rep,6270
49,R,M,Rep,3457
51,D,F,Rep,677
50,R,M,Rep,758
43,R,M,Rep,784
49,D,M,Rep,605
34,R,M,Rep,1280
45,D,F,Rep,1358
66,D,M,Rep,2780
70,D,F,Rep,4445
69,R,M,Sen,1975
49,D,M,Rep,41199
54,D,F,Rep,9879
49,R,F,Rep,7949
63,D,M,Rep,260
53,D,F,Rep,1061
71,D,M,Rep,4002
56,D,M,Rep,6917
79,D,F,Sen,16245
50,R,M,Sen,17109
61,R,M,Rep,9580
55,R,M,Rep,8980
52,R,M,Rep,7194
69,R,F,Rep,9406
49,R,M,Rep,3331
57,D,M,Rep,598
60,D,F,Rep,7111
61,R,M,Rep,6450
40,R,M,Rep,2943
50,R,M,Rep,3546
50,R,M,Rep,4496
59,R,M,Rep,5245
64,D,F,Rep,676
62,R,F,Sen,1827
60,R,M,Rep,7024
57,R,M,Sen,36472
70,R,F,Rep,5102
79,R,M,Sen,67125
65,D,M,Rep,3098
59,D,M,Rep,21645
53,R,M,Rep,839
58,R,M,Rep,5737
70,R,M,Rep,10632
65,D,M,Rep,8806
59,R,M,Rep,9077
65,D,M,Rep,3449
68,D,M,Rep,6779
43,R,M,Rep,6102
38,R,M,Rep,2716
58,R,M,Rep,4289
48,R,M,Rep,2877
54,R,M,Rep,6400
48,R,M,Rep,11319
44,R,M,Rep,7184
55,R,M,Rep,3740
43,R,M,Rep,3145
31,D,F,Rep,764
51,D,M,Rep,628
73,D,M,Sen,10824
72,R,M,Rep,1789
79,R,M,Sen,5005
72,D,M,Rep,3030
73,D,M,Rep,29430
71,D,M,Rep,9580
55,R,M,Rep,8113
53,D,M,Rep,8704
52,R,M,Sen,5385
65,D,F,Sen,6785
56,R,M,Rep,8545
41,D,M,Sen,852
46,D,M,Rep,9149
59,D,F,Sen,14044
61,D,F,Rep,3268
62,R,M,Rep,3866
56,R,M,Rep,921
52,R,F,Rep,4019
51,R,M,Rep,4159
34,R,F,Rep,3258
44,R,M,Rep,5410
44,R,M,Rep,4927
47,R,M,Rep,4175
43,R,M,Rep,3822
56,R,M,Sen,2141
61,D,F,Rep,2571
60,D,M,Rep,470
44,R,M,Rep,622
39,D,M,Rep,1386
41,R,M,Rep,1182
49,D,M,Rep,458
57,D,F,Sen,1407
78,R,M,Sen,7189
59,R,M,Rep,80078
54,D,M,Rep,10098
63,D,F,Rep,6766
77,D,F,Rep,5705
82,R,M,Rep,1734
66,D,M,Sen,5723
70,R,M,Rep,7919
58,D,M,Rep,6913
49,R,M,Rep,13142
49,R,F,Rep,9397
62,R,M,Sen,5669
58,R,M,Rep,3966
58,R,M,Sen,13689
56,R,M,Rep,965
66,D,F,Rep,1040
50,D,M,Rep,4165
69,R,M,Rep,12496
57,R,M,Rep,7676
53,R,M,Sen,17001
63,R,M,Rep,14487
65,R,M,Rep,4689
63,D,F,Rep,814
60,D,M,Rep,2796
64,R,M,Rep,658
35,R,M,Rep,6059
32,D,M,Rep,3246
54,D,M,Rep,2297
39,D,M,Rep,556
56,D,F,Rep,1021
69,I,M,Sen,1742
64,R,M,Rep,8149
89,D,M,Sen,10793
73,D,M,Sen,11084
78,D,M,Sen,9647
81,D,M,Rep,6962
73,D,M,Rep,20497
65,D,F,Rep,2672
75,D,F,Rep,4637
57,D,F,Sen,7399
66,D,F,Rep,9008
66,R,M,Rep,3172
64,D,M,Rep,5735
48,D,M,Rep,6093
47,D,M,Rep,1735
58,D,M,Rep,1754
58,R,M,Rep,1048
60,D,M,Rep,688
56,R,M,Rep,11536
40,D,M,Rep,5463
58,R,F,Rep,7024
45,R,M,Rep,4868
45,R,M,Rep,6985
41,R,M,Sen,25131
52,R,M,Rep,367
72,D,M,Rep,777
53,D,F,Rep,621
67,D,F,Rep,4806
66,D,M,Rep,14193
76,R,M,Sen,1798403
69,D,F,Rep,4349
53,D,M,Rep,7177
71,R,M,Sen,13891
76,D,M,Rep,6984
56,D,M,Rep,3310
74,R,M,Rep,10106
59,D,M,Sen,24688
76,D,F,Sen,17446
67,D,M,Rep,8821
67,D,M,Rep,7807
58,R,M,Sen,9765
62,D,F,Sen,12497
59,D,M,Rep,5260
64,R,M,Rep,2372
53,D,M,Rep,6449
58,D,F,Rep,2646
58,D,M,Rep,6122
58,R,F,Rep,6641
60,R,M,Rep,3863
55,R,F,Sen,15964
37,R,M,Rep,10336
51,R,M,Rep,4333
62,R,M,Rep,8996
43,R,F,Rep,14279
61,D,F,Rep,7883
68,D,F,Rep,4421
48,R,M,Rep,34831
61,D,M,Rep,1618
59,D,F,Sen,3972
44,D,M,Rep,562
56,D,M,Sen,18173
56,R,M,Rep,5829
60,R,M,Rep,3443
66,R,M,Rep,3315
57,R,M,Rep,3294
45,R,M,Rep,4842
65,D,M,Sen,10873
46,D,M,Rep,695
53,R,M,Rep,1177
37,D,F,Rep,1082
44,R,M,Rep,806
35,R,M,Rep,1151
30,D,M,Rep,481
65,D,M,Rep,4474
64,D,M,Rep,1504
70,D,M,Sen,29000
69,D,M,Rep,779
75,D,F,Rep,9051
76,D,F,Rep,3670
39,R,M,Rep,103
63,R,M,Rep,7097
41,R,F,Rep,10298
61,R,M,Rep,2255
54,R,M,Rep,3822
71,D,F,Rep,484
50,R,M,Rep,3267
64,D,M,Rep,2644
61,D,M,Rep,8721
76,D,M,Rep,2274
73,D,F,Rep,320304
73,R,M,Rep,2697
57,R,M,Sen,28009
72,D,M,Rep,4276
65,R,M,Rep,3561
50,D,M,Sen,4604
58,R,M,Rep,18765
64,R,M,Rep,7724
59,D,M,Rep,6651
47,R,M,Rep,9022
54,D,M,Rep,3449
53,D,M,Rep,17603
58,D,F,Rep,8243
37,D,M,Rep,726
65,R,M,Rep,5724
43,R,M,Rep,3180
49,R,M,Rep,3566
50,R,M,Sen,177324
54,D,M,Rep,322
50,R,M,Rep,1593
64,R,M,Rep,634
54,D,M,Rep,333
54,D,M,Rep,7188
82,D,M,Rep,13199
63,D,M,Sen,4328
73,D,M,Sen,98852
76,R,M,Sen,6653
75,D,M,Sen,8905
75,R,M,Rep,1351
60,R,F,Rep,16022
71,D,F,Rep,1081
61,R,M,Rep,3211
66,D,M,Rep,2239
43,R,M,Rep,343185
49,R,M,Rep,3468
54,R,M,Rep,7337
67,D,M,Rep,2495
39,D,M,Rep,14189
62,R,M,Rep,7337
51,R,M,Rep,10503
67,R,M,Rep,5645
42,R,M,Rep,10014
41,R,M,Rep,2772
54,R,M,Rep,4094
57,R,M,Rep,3863
39,D,M,Rep,4066
52,R,M,Rep,4631
36,R,F,Rep,6132
43,R,M,Rep,6504
53,R,M,Rep,5718
39,R,M,Rep,2952
41,R,M,Sen,11845
55,R,M,Rep,800
50,R,M,Rep,340
40,D,M,Rep,511
55,R,M,Rep,833
53,D,F,Rep,11780
71,I,M,Sen,149654
62,D,M,Sen,52147
65,D,M,Rep,4410
69,R,M,Rep,384
69,D,M,Rep,7001
58,R,M,Rep,9741
78,R,M,Sen,8469
58,D,M,Rep,3918
55,R,M,Rep,9283
83,D,F,Rep,6089
47,D,M,Rep,5448
65,R,M,Rep,9884
62,D,F,Sen,10590
66,R,M,Sen,17196
68,D,F,Rep,10339
62,R,M,Rep,1795
52,D,M,Rep,4834
52,R,M,Rep,7287
44,D,F,Rep,3009
66,D,M,Rep,3418
62,D,M,Rep,4955
60,D,F,Rep,640
42,R,M,Rep,1494
62,D,F,Rep,8337
31,R,M,Rep,15441
61,D,M,Rep,5965
66,D,F,Sen,9854
51,R,M,Rep,6919
47,R,M,Sen,23738
48,D,F,Rep,3593
47,R,M,Rep,4495
48,R,M,Rep,4468
36,R,M,Rep,2592
43,R,M,Rep,3958
51,D,M,Rep,521
36,D,F,Rep,1919
52,R,M,Rep,523
32,D,M,Rep,1260
65,D,M,Rep,2127
54,R,M,Rep,1086
52,R,M,Sen,14098
61,D,M,Rep,2764
51,R,M,Rep,5761
51,R,M,Sen,19941
50,R,M,Rep,327
53,R,M,Rep,3258
66,D,F,Rep,4288
53,R,M,Rep,6271
62,D,F,Rep,2467
63,D,M,Rep,4947
56,R,M,Rep,3436
52,D,M,Rep,964
59,R,M,Rep,7047
62,D,M,Sen,20257
64,D,M,Sen,8888
60,D,F,Rep,2482
63,D,M,Rep,2476
54,D,M,Rep,11979
35,R,M,Rep,343
42,D,M,Rep,518
50,D,M,Rep,276
74,D,F,Rep,16922
67,D,M,Rep,1629
73,D,M,Rep,1470
69,R,M,Rep,1787
61,R,M,Sen,5674
74,R,M,Rep,2883
63,D,M,Sen,15364
56,R,M,Rep,7447
65,R,M,Rep,1958
63,R,M,Rep,3903
61,R,M,Rep,5037
57,D,M,Sen,9581
54,R,M,Rep,10510
58,D,M,Sen,38491
63,R,M,Rep,2725
70,D,F,Rep,3978
56,R,M,Rep,4693
50,R,F,Rep,1405
49,R,F,Rep,625
59,R,M,Rep,377
54,R,M,Rep,337
63,R,M,Rep,162
63,D,F,Sen,15942
79,R,M,Rep,5469
65,D,M,Rep,4410
37,R,M,Rep,4419
40,R,M,Rep,4085
57,R,M,Rep,519
